,code,product_name,quantity,packaging_en,brands_en,categories_en,origins_en,labels_en,countries_en,nutriscore_grade,pnns_groups_1,pnns_groups_2,food_groups_en,environmental_score_score,environmental_score_grade,main_category_en,carbon-footprint_1kg
4128,6411550033105,Leppiskakku,1250g,"Plastic,Cardboard,Paperboard",Makilan-leipomo,"Snacks,Sweet snacks,Biscuits and cakes,Cakes",,No lactose,Finland,unknown,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Cakes,2.5
4129,6412000015863,Tomaattinen ja yrttinen kartanon salaattikastike,345 ml,"Plastic,Bottle",Saarioinen,"Condiments,Sauces,Salad dressings",,"No gluten,No lactose,fi:Sydänmerkki",Finland,d,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",,,Salad dressings,4.607
4130,6412000030460,Kermaperunat,320g,"Metal,Recyclable Metals,Aluminium,Cardboard,Non-corrugated cardboard,Paperboard,fi:alumiini",Saarioinen,"Meals,Gratins,Potato gratin",,"Low or no salt,Low salt,No gluten,Reduced salt,No lactose,fi:Hyvää Suomesta",Finland,c,Composite foods,One-dish meals,"Composite foods,One-dish meals",,,Potato gratin,2.95
4131,6412000030637,Pasta carbonara,280g,"Plastic,Other-plastics,Pet-polyethylene-terephthalate,Cardboard,Non-corrugated cardboard",Saarioinen,"Meals,Pasta dishes",,Avainlippu,Finland,d,Composite foods,One-dish meals,"Composite foods,One-dish meals",,,Pasta dishes,2.95
4132,6412000031207,Tomaattinen kasvis-papukeitto luccalaisittain,310g,"Plastic,Cardboard,Paperboard,Pp-polypropylene",Saarioinen,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Soups,Vegetable soups",,"Vegetarian,Source of fibre,Vegan,Avainlippu,High fibres,No lactose",Finland,c,Fruits and vegetables,Soups,"Fruits and vegetables,Soups",,,Vegetable soups,2.95
4133,6412000031832,Katkarapukeitto,300g,"Plastic,Cardboard,Film,Non-corrugated cardboard,Other-plastics,Pp-polypropylene",Saarioinen,"Meals,Microwave meals",,"No gluten,Avainlippu",Finland,c,Composite foods,One-dish meals,"Composite foods,One-dish meals",,,Microwave meals,2.95
4134,6412000032631,Iso härkäburgeri,245g,"Plastic,Other-plastics",Saarioinen,"Sandwiches,Cheeseburgers,Hamburgers",,"Avainlippu,High in salt - Finland,No lactose",Finland,d,Composite foods,Sandwiches,"Composite foods,Sandwiches",,,Hamburgers,2.95
4135,6412000033775,Halloumi & Couscous,220g,"Plastic,Cardboard,Non-corrugated cardboard,Other-plastics,Pp-polypropylene",Saarioinen,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetables,Leaf vegetables,Lettuces",,"Source of proteins,High in salt - Finland,High proteins,Low lactose - Finland",Finland,d,Fruits and vegetables,Vegetables,"Fruits and vegetables,Vegetables",,,Lettuces,1.55
4136,6412000036004,Food Story halloumia ja couscousia,250 g,"Plastic,Cardboard,Paperboard",Saarioinen,"Meals,Prepared salads",,Low lactose - Finland,Finland,d,Composite foods,One-dish meals,"Composite foods,One-dish meals",,,Prepared salads,2.95
4137,6412000036011,Food Story kanaa ja teriyakinuudelia,250 g,"Plastic,Cardboard,Paperboard",Saarioinen,"Meals,Prepared salads",,"High in salt - Finland,No lactose",Finland,c,Composite foods,One-dish meals,"Composite foods,One-dish meals",,,Prepared salads,2.95
4138,6412000036707,Falafel-bulgur Power Bowl,280 g,"Plastic,Pet-polyethylene-terephthalate","Saarioinen,Evas","Plant-based foods and beverages,Plant-based foods,Meals,Plant-based meals,Bulgur dishes,Meals with falafels,fi:vegaaninen-kulho",,"Vegetarian,Vegan",Finland,c,Composite foods,One-dish meals,"Composite foods,One-dish meals",,,fi:vegaaninen-kulho,2.95
4139,6412000037711,Kana-kantarellirisotto torinolaisittain,350 g,"Plastic,Other-plastics,Pp-polypropylene,Cardboard,Non-corrugated cardboard",Saarioinen,"Meats and their products,Meals,Meals with meat,Rice dishes,Poultry meals,Risottos,Meals with chicken,Chicken risottos",,"No gluten,Avainlippu,No lactose",Finland,c,Composite foods,One-dish meals,"Composite foods,One-dish meals",,,Chicken risottos,2.95
4140,6412000086238,Pieni pippurihärkä,150g,"Plastic,Other-plastics",Saarioinen,"Meats and their products,Beef and its products,Meats,Beef,Steaks,Beef steaks",,"No gluten,Source of proteins,High proteins,No lactose,fi:Sydänmerkki",Finland,d,Fish Meat Eggs,Meat,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",,,Beef steaks,43.33
4141,6412190010815,Halkaistu 100% Ruisleipä,350 g,"Cardboard,Paperboard",Pulla-pojat,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Wholemeal breads",,"No additives,fi:käsityötä-kunnioittaen",Finland,a,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Wholemeal breads,2.5
4142,6412500002639,Piparkakkuvalkosuklaa,135g,"Plastic,Pp-polypropylene,Wrapper",panda,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,White chocolates",,"No gluten,Sustainable farming,UTZ Certified,UTZ Certified Cocoa,Tidy man,Made-in-finland",Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,White chocolates,2.95
4143,6412500002691,Karkki vai kepponen,145 g,"Plastic,Pp-polypropylene","Panda,Orkla","Snacks,Sweet snacks,Cocoa and its products,Chocolates,White chocolates",,"No gluten,EAC,No palm oil,No soy,Rainforest Alliance",Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,White chocolates,2.95
4144,6412500003445,Panda Tekee Hyvää suklaa,200 g,"Plastic,Pp-polypropylene","Panda,Orkla","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,"No palm oil,Rainforest Alliance",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4145,6412500005012,Poro,280g,Cardboard,panda,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,"No gluten,PEFC,Pure cocoa butter,Rainforest Alliance",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4146,6412500005579,Tonttu,290 g,"Plastic,fi:pahvi",panda,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolates,Dark chocolates,Filled chocolates,Filled dark chocolates,fi:makeiset",,"Sustainable farming,UTZ Certified",Finland,unknown,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,fi:makeiset,2.95
4147,6412500028141,Namix Pehmeä & Kirpeä,180g,"Plastic,Pp-polypropylene",panda,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,"Made in Spain,New,Packaged-in-finland",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4148,6412500048705,Lakupala,800g,"Plastic,Pp-polypropylene",panda,"Snacks,Sweet snacks,Confectioneries,Candies,Liquorice candies",,Made-in-finland,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Liquorice candies,2.95
4149,6412500048774,Lakumix Joulu,800g,"Plastic,Pp-polypropylene",panda,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,Made-in-finland,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4150,6412500075206,Lakupala,250g,"Plastic,Other-plastics,fi:07-pet-pe","Panda,Orkla","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Candies,Liquorice candies",,"EAC,fi:made-in-finland,fi:pyr",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Liquorice candies,2.95
4151,6412500075503,Lakumix Original,250 g,fi:07-pet-pe,panda,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,"Made-in-finland,fi:pyr",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4152,6412500075626,Suklaa Lakumix,250 g,fi:07-pet-pe,panda,"Snacks,Sweet snacks,Confectioneries,Candies,Liquorice candies",,"EAC,Made-in-finland,fi:pyr",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Liquorice candies,2.95
4153,6412500077408,Natural lakritsi,140g,"Plastic,Pp-polypropylene",panda,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons",,"Vegetarian,No preservatives,Vegan,EAC,Natural colorings,Natural flavors,No additives,Made-in-finland,fi:pyr",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Bonbons,2.95
4154,6413300024418,Vispikermaa Suomesta,2 dL,Elopak,Arla,"Dairies,Creams",,No lactose,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,1.05
4155,6413446014212,Luonnon tee wehreä,80g,"Plastic,Other-plastics",nordqvist,"Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Green teas",,"Organic,EU Organic,Non-EU Agriculture,EAC,FI-EKO-201,fi:suomen-luonnonsuojeluliitto",Finland,b,Beverages,Unsweetened beverages,"Beverages,Unsweetened beverages",,,Green teas,0.55
4156,6413466033903,Rukiinen Piirakka,10 kpl,fi:muovipussi,Fazer-leipomot,"Meals,Pizzas pies and quiches,Salted pies,Pies",,No lactose,Finland,c,Composite foods,Pizza pies and quiches,"Composite foods,Pizza pies and quiches",,,Pies,2.95
4157,6413466114206,Leipurimestarin Kaura-pellavaleipä,500 g,"Cardboard,Paperboard",Fazer,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,White breads",,"No additives,No lactose,No milk",Finland,a,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,White breads,2.5
4158,6413466124007,Puikula pehmeämpi jälkiuuni,370g (6),"Plastic,Pp-polypropylene",Fazer,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rye breads",,"Source of fibre,High fibres,No additives,No lactose,No milk,fi:Hyvää Suomesta",Finland,a,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Rye breads,2.5
4159,6413467278402,Juuresleipä Palsternakka & Porkkana,4 kpl,fi:muovipussi,Fazer,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",,"Source of fibre,High fibres,No added sugar,No additives,No lactose",Finland,a,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Breads,2.5
4160,6413467449307,Flatbread Street Food,240 g,fi:muovipussi,Fazer,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads",,No milk,Finland,c,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Flatbreads,2.5
4161,6413467471902,Porkkana - Punajuuri -Kauraleipä,410 g,sv:pussi,"Fazer-leipurir,Fazer","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Cereals and potatoes,Breads",,"No additives,No lactose,No milk",Finland,b,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Breads,2.5
4162,6413467524103,Tippaleipä 2 kpl,90 g,Paper and plastic,Fazer,"Snacks,Sweet snacks,Biscuits and cakes,Pastries,fi:tippaleipä",,Avainlippu,Finland,d,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,fi:tippaleipä,2.5
4163,6413600015147,Pepsi Max,"1,5L","Plastic,Pet-polyethylene-terephthalate,fi:pantti",Pepsi,"Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Diet beverages,Colas,Diet sodas,Diet cola soft drink",,"Contains a source of phenylalanine,With sweeteners,fi:pantti",Finland,c,Beverages,Artificially sweetened beverages,"Beverages,Artificially sweetened beverages",,,Diet cola soft drink,0.55
4164,6413600015338,7UP Zero Sugar,"1,5L","Plastic,Pet-polyethylene-terephthalate,fi:pantti",7up,"Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Artificially sweetened beverages,Sodas,Diet beverages,Fruit sodas,Diet sodas,Lemon soft drinks,Sweetened beverages",,"Contains a source of phenylalanine,With sweeteners",Finland,c,Beverages,Artificially sweetened beverages,"Beverages,Sweetened beverages",,,Sweetened beverages,0.55
4165,6413600016212,Jaffa,"1,5L","Plastic,Pet-polyethylene-terephthalate,Bottle,fi:pantti",Hartwall,"Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Sodas,Fruit sodas,Orange soft drinks,Sweetened beverages",,"Avainlippu,fi:pantti",Finland,e,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",,,Sweetened beverages,0.55
4166,6413600156840,7up free,500ml,"Plastic,Pet-polyethylene-terephthalate,fi:pantti","7up,Hartwall","Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Diet beverages,Diet sodas,Sweetened beverages",,"Contains a source of phenylalanine,With sweeteners",Finland,c,Beverages,Artificially sweetened beverages,"Beverages,Sweetened beverages",,,Sweetened beverages,0.55
4167,6413600156871,Jaffa Lime-Verigreippi Sokeriton,"1,5 L","Plastic,Pet-polyethylene-terephthalate",Hartwall,"Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Artificially sweetened beverages,Sodas,Diet beverages,Fruit sodas,Diet sodas,Sweetened beverages",,Avainlippu,Finland,c,Beverages,Artificially sweetened beverages,"Beverages,Sweetened beverages",,,Sweetened beverages,0.55
4168,6413600195719,Pepsi Max lime,330 ml,"Metal,Recyclable Metals,Aluminium",Pepsi,"Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Diet beverages,Colas,Diet sodas,Diet cola soft drink",,"Low or no sugar,No sugar",Finland,c,Beverages,Artificially sweetened beverages,"Beverages,Artificially sweetened beverages",,,Diet cola soft drink,0.55
4169,6413600206910,Hartwall Jaffa Kirsikka Sokeriton,1.5 l,"Plastic,Pet-polyethylene-terephthalate",Hartwall,"Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas",,"Low or no sugar,Avainlippu,No sugar",Finland,c,Beverages,Artificially sweetened beverages,"Beverages,Sweetened beverages",,,Sodas,0.55
4170,6413600230489,Jaffa Vesimeloni-Granaattiomena,1.5 l,"Plastic,Pet-polyethylene-terephthalate",Hartwall,"Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Artificially sweetened beverages,Sodas",,"Low or no sugar,Avainlippu,No sugar",Finland,c,Beverages,Artificially sweetened beverages,"Beverages,Sweetened beverages",,,Sodas,0.55
4171,6413626124007,Puikula pehmeämpi jälkiuuni,6 kpl,fi:muovipussi,Fazer,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",,"fi:Hyvää Suomesta,fi:100-kotimaista-viljaa",Finland,a,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Breads,2.5
4172,6414000001754,Sirkku palasokeri,750 g,Container,Dan-sukker,"Sweeteners,Sugars",,fi:valmistettu-suomessa,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Sugars,2.95
4173,6414000020021,Siro erikoishieno sokeri,1000 g,"Cardboard,Paperboard",Unil-as,"Sweeteners,Sugars",,No gluten,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Sugars,2.95
4174,6414203311384,"Manteli, kuorittu",300 g,"Plastic,Bag",Meira,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Almonds",,fi:Sydänmerkki,Finland,a,Salty snacks,Nuts,"Salty snacks,Nuts",,,Almonds,2.9
4175,6414890113711,Parsakaali,300 g,Plastic,Agricultural-marketing-company-limited,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetables,Fresh foods,Fresh plant-based foods,Fresh vegetables,Broccoli,Fresh broccoli",,"Organic,EU Agriculture,Luomu - controlled organic production",Finland,a,Fruits and vegetables,Vegetables,"Fruits and vegetables,Vegetables",,,Fresh broccoli,1.55
4176,6414891050107,Pinaattikeitto,400 g,Kartonki,S-kotimaista,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Soups,Vegetable soups",,fi:Hyvää Suomesta,Finland,b,Fruits and vegetables,Soups,"Fruits and vegetables,Soups",,,Vegetable soups,2.95
4177,6414893397019,Kaura Havre,1 I,Container,Rainbow,"Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Unsweetened beverages,Oat-based drinks",,"Vegetarian,Vegan,No lactose",Finland,c,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",,,Oat-based drinks,0.9
4178,6414893505513,MEHUSTAMO,"0,95l","Plastic,Recyclable material,Recyclable plastic",S-ryhma,"Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Plant-based beverages,Fruits,Citrus,Fresh fruits,Oranges,Fresh oranges",,"Vegetarian,Vegan",Finland,unknown,Fruits and vegetables,Fruits,"Beverages,Unsweetened beverages",,,Fresh oranges,1.0
4179,6415002585952,Luomu Kuituinen Kaurahiutale,650 g,"Cardboard,Paperboard",Myllarin,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rolled flakes,Rolled oats",,"Organic,EU Organic,fi:Hyvää Suomesta,fi:Sydänmerkki,fi:hiilineutraali-tuotanto,fi:suomalainen-perheyritys,fi:suomen-maataloudesta",Finland,a,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,Rolled oats,2.65
4180,6415130036753,Vital Hedelmänektari + 10 vitamiinia,"2,5 dl","Plastic,Container",Marli,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit nectars,Multifruit nectars",,"No preservatives,Enriched with vitamins,Enriched-wih-vitamins",Finland,d,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",,,Multifruit nectars,0.55
4181,6415130041740,rypäle-omena täysmehu,1l,"Cardboard,Paperboard",Marli,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Multifruit juices,fi:täysmehu",,"FSC,FSC Mix,No additives,Pure juice",Finland,unknown,Beverages,Fruit juices,"Beverages,Unsweetened beverages",,,fi:täysmehu,0.95
4182,6415131404322,Mehukatti,"1,5 L",Plastic,Mehukatti,Beverages,,Avainlippu,Finland,d,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",,,Beverages,0.55
4183,6415600501781,Coca-cola,500ml,fi:pantti,Coca-cola,"Beverages,Carbonated drinks,Sodas,Colas,Sweetened beverages",,fi:pantti,Finland,e,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",,,Sweetened beverages,0.55
4184,6415600502054,Coca-cola Zero Sugar,500ml,fi:pantti,Coca-cola,"Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Diet beverages,Colas,Diet sodas,Diet cola soft drink",,"Contains a source of phenylalanine,With sweeteners,fi:pantti",Finland,unknown,Beverages,Artificially sweetened beverages,"Beverages,Artificially sweetened beverages",,,Diet cola soft drink,0.55
4185,6415600545969,Sprite sokeriton,"1,5 L","Plastic,PET 1 - Polyethylene terephthalate,fi:pantti,fi:pullo",Sprite,"Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Artificially sweetened beverages,Sodas,Diet beverages,Fruit sodas,Diet sodas,Lemon soft drinks",,"Low or no sugar,Contains a source of phenylalanine,No sugar",Finland,c,Beverages,Artificially sweetened beverages,"Beverages,Artificially sweetened beverages",,,Lemon soft drinks,0.55
4186,6415600546126,Bon Aqua Villivadelma,0.5 l,Plastic,Coca-cola,"Beverages,Carbonated drinks,Waters,Spring waters,Mineral waters,Carbonated waters",,"100-recycled-plastic,Calory-free",Finland,a,Beverages,Waters and flavored waters,"Beverages,Unsweetened beverages",,,Carbonated waters,0.0315
4187,6415600563635,Coca-Cola Zero Sugar Kofeiiniton,"1,5 L",Plastic,Coca-cola,"Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Diet beverages,Colas,Diet sodas,Diet cola soft drink",,"Low or no sugar,No caffeine,No sugar",Finland,c,Beverages,Artificially sweetened beverages,"Beverages,Artificially sweetened beverages",,,Diet cola soft drink,0.55
4188,6415600566742,Muumi Metsämansikka Sokeriton,"1,5 L","Plastic,Pet-polyethylene-terephthalate",,"Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Artificially sweetened beverages,Sodas,Fruit sodas",,"Low or no sugar,No sugar",Finland,c,Beverages,Artificially sweetened beverages,"Beverages,Sweetened beverages",,,Fruit sodas,0.55
4189,6415712715595,Kanatacosalaatti,300 g,"Plastic,Other-plastics,Pp-polypropylene",Rainbow,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetables,Leaf vegetables,Lettuces",,No lactose,Finland,c,Fruits and vegetables,Vegetables,"Fruits and vegetables,Vegetables",,,Lettuces,1.55
4190,6415715930834,Voffeli Original,225 g,"Plastic,Pp-polypropylene",Rainbow,"Snacks,Sweet snacks,Cocoa and its products,Biscuits and cakes,Biscuits,Chocolates,Chocolate biscuits,Wafers",,Rainforest Alliance,Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Wafers,2.95
4191,6415715930872,Voffeli Double Chocolate,225 g,"Plastic,Pp-polypropylene",Rainbow,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Wafers",,Rainforest Alliance,Finland,e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Wafers,2.5
4192,6415718072043,Rainbow Omenatäysmehu 1L,,"Paper and cardboard / Plastic / Aluminium,SIG",,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Unsweetened beverages,Apple juices",,"FSC,FSC Mix",Finland,c,Beverages,Fruit juices,"Beverages,Fruit juices",,,Apple juices,0.95
4193,6416192012174,Pikkueväs,400 g,fi:muovipussi,Porokylan,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rye breads",,"Source of fibre,High fibres,No lactose",Finland,a,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Rye breads,2.5
4194,6416192012334,Kartanon Ruis,810 g,Pe-pp,Porokylan,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rye breads",,"Avainlippu,No lactose",Finland,b,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Rye breads,2.5
4195,6416192121302,Pikku-Sihtileipä,330 g,fi:muovipussi,Porokylan,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads",,"Source of fibre,Avainlippu,High fibres,No lactose,fi:juureen-tehty",Finland,b,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Sliced breads,2.5
4196,6416211000441,Ullan Palaruis,300 g,"Cardboard,Paperboard",Ullan-pakari,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Wholemeal breads",,"fi:100-kotimainen-ruis,fi:ruisjuureen-leivottu",Finland,a,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Wholemeal breads,2.5
4197,6416211000496,Kaura Siemen Kakko,370 g,"Cardboard,Paperboard",Ullan-pakari,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",,"No additives,fi:Hyvää Suomesta",Finland,b,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Breads,2.5
4198,6416211006078,Täysjyvä Ruis-Iisakki,380 g,"Plastic,Cardboard,Paperboard",Pirjon-pakari,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rye breads,Wholemeal breads",,"Source of fibre,High fibres,No additives,No lactose,No milk,Vitamin D source,fi:Hyvää Suomesta",Finland,a,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Wholemeal breads,2.5
4199,6416345004476,Görans Kebabkastike,400 ml,Plastic,Gorans,"Condiments,Sauces,Salad dressings,Groceries",,"No gluten,No lactose",Finland,d,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",,,Groceries,4.607
4200,6416453014336,Karl Fazer Vihreitä kuulia,200g,"Metal,Paper,Recyclable Metals,Aluminium",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Milk chocolates,Milk chocolate bar",,EAC,Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Milk chocolate bar,2.95
4201,6416453014602,Kismet Islanti,55g,"Plastic,Pp-polypropylene,Wrapper",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Chocolate confectioneries filled with wafer",,EAC,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Chocolate confectioneries filled with wafer,2.95
4202,6416453015111,Karl Fazer Maitosuklaata ja vadelmajogurttitäytettä,121g,"Plastic,Pp-polypropylene",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Chocolates,Milk chocolates,Filled chocolates,Filled milk chocolates",,EAC,Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Filled milk chocolates,2.95
4203,6416453015241,Karl Fazer Dumle,200g,"Metal,Paper,Recyclable Metals,Aluminium,Film,Wrapper",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Chocolates,Milk chocolates,Milk chocolate bar",,EAC,Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Milk chocolate bar,2.95
4204,6416453015296,Karl Fazer Appelsiinikrokantti Maitosuklaa,200g,"Metal,Paper,Recyclable Metals,Aluminium",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Milk chocolates,Filled chocolates,Filled milk chocolates",,EAC,Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Filled milk chocolates,2.95
4205,6416453016439,Winter Edition Piparkakku Maitosuklaa,200g,"Metal,Paper,Recyclable Metals,Aluminium",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Milk chocolates",,EAC,Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Milk chocolates,2.95
4206,6416453017467,Maxi Pätkis Crunchy,55g,"Plastic,Pp-polypropylene",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Bars,Chocolate candies,Bars-covered-with-chocolate",,fi:vastuullinen-kaakao,Finland,e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Bars-covered-with-chocolate,2.5
4207,6416453018808,"Karl Fazer omena, krokantti & hasselpähkinä",200 g,"Metal,Paper,Recyclable Metals,Aluminium",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Chocolates with hazelnuts",,EAC,Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Chocolates with hazelnuts,2.95
4208,6416453033559,Pihlaja Kettukarkki,180g,"Plastic,Other-plastics",Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Candies,Gummi candies",,"Vegetarian,Vegan,Avainlippu",Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Gummi candies,2.95
4209,6416453034112,Remix,350 g,"Plastic,Other-plastics",Fazer,"Snacks,Sweet snacks,Confectioneries,Candies",,Avainlippu,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Candies,2.95
